lookback_bars,min_close_ratio,left_bars,right_bars,score,total_return,total_trades,win_rate,profit_factor,max_drawdown,avg_trade,expectancy,long_trades,short_trades,target_exits,stop_exits,end_of_data_exits,avg_bars_held,median_bars_held,raw_bullish_divergence_candidates,raw_bearish_divergence_candidates,bullish_prior_trend_pass,bearish_prior_trend_pass,bullish_pivot1_channel_pass,bullish_pivot2_channel_pass,bearish_pivot1_channel_pass,bearish_pivot2_channel_pass,final_bullish_divergences,final_bearish_divergences
12,0.8,2,4,0.4344993091866139,3.9457799999999876,71.0,0.5633802816901409,1.7126797602834967,-1.6417405542445478,55.57436619718298,55.574366197183,46,25,40,31,0,11.943661971830986,4.0,680,740,104,84,644,620,700,655,49,33
24,0.7,4,2,0.4294015464241586,11.796940000000067,296.0,0.46283783783783783,1.4163689562310953,-1.9275244216233687,39.85452702702701,39.854527027027004,151,145,137,158,1,10.422297297297296,4.0,1173,1308,335,316,1109,1040,1238,1151,207,184
16,0.6,2,2,0.42364317897114073,12.538359999999948,295.0,0.4576271186440678,1.4172382535729435,-2.9282100183374387,42.502915254237045,42.50291525423704,151,144,135,160,0,11.091525423728813,4.0,1060,1215,334,317,1003,935,1151,1059,213,183
16,0.6,4,2,0.415855010891912,15.326959999999978,326.0,0.4723926380368098,1.474312713606839,-2.810366266479451,47.015214723926135,47.01521472392611,171,155,154,171,1,11.395705521472392,4.0,1173,1308,372,340,1109,1040,1238,1151,241,200
16,0.6,3,2,0.4146720272675565,12.36374999999994,304.0,0.45394736842105265,1.3958856391213599,-3.3884860254216087,40.670230263157585,40.670230263157606,159,145,138,166,0,11.473684210526315,4.0,1127,1261,352,322,1069,998,1196,1109,227,187
24,0.6,2,2,0.41345021872221766,16.570770000000024,349.0,0.47277936962750716,1.4981417500647076,-2.090561912841569,47.480716332378215,47.480716332378194,175,174,165,184,0,11.530085959885387,4.0,1060,1215,362,358,1003,935,1151,1059,242,225
24,0.7,2,2,0.4117308937569893,8.585289999999969,267.0,0.44569288389513106,1.3249132490113837,-2.199085911000518,32.15464419475642,32.154644194756415,134,133,119,148,0,10.146067415730338,4.0,1060,1215,300,292,1003,935,1151,1059,183,167
24,0.7,3,2,0.403486160333431,8.54387999999997,279.0,0.44086021505376344,1.3093019972414388,-2.2326250383446036,30.62322580645155,30.623225806451558,142,137,123,156,0,10.290322580645162,4.0,1127,1261,319,300,1069,998,1196,1109,197,173
24,0.6,3,2,0.4032130684300271,16.34681999999994,366.0,0.4672131147540984,1.465419044039769,-2.090811727069876,44.66344262295078,44.66344262295078,185,181,171,195,0,11.609289617486338,4.0,1127,1261,384,368,1069,998,1196,1109,259,234
16,0.9,4,3,0.40267654555130517,2.822710000000006,51.0,0.47058823529411764,1.569603496671417,-1.4719931113551168,55.34725490196034,55.34725490196034,28,23,24,27,0,9.901960784313726,4.0,936,1004,107,86,883,848,954,901,34,27
24,0.6,4,2,0.3978963985959927,18.34479999999996,388.0,0.47680412371134023,1.495173991650648,-1.8535598536653426,47.28041237113412,47.28041237113415,199,189,185,202,1,11.469072164948454,4.0,1173,1308,404,383,1109,1040,1238,1151,273,245
8,0.8,4,3,0.3960937318018245,2.712160000000008,52.0,0.46153846153846156,1.535352498559049,-1.5789509329179325,52.15692307692258,52.15692307692261,29,23,24,28,0,9.865384615384615,4.0,936,1004,108,87,883,848,954,901,35,28
12,0.9,4,3,0.3960937318018245,2.712160000000008,52.0,0.46153846153846156,1.535352498559049,-1.5789509329179325,52.15692307692258,52.15692307692261,29,23,24,28,0,9.865384615384615,4.0,936,1004,108,86,883,848,954,901,35,27
6,0.7,4,3,0.3872740784692732,2.531019999999984,53.0,0.4528301886792453,1.4823507887926213,-1.754205024260216,47.75509433962217,47.755094339622175,30,23,24,29,0,9.867924528301886,4.0,936,1004,109,89,883,848,954,901,36,28
6,0.8,4,3,0.3872740784692732,2.531019999999984,53.0,0.4528301886792453,1.4823507887926213,-1.754205024260216,47.75509433962217,47.755094339622175,30,23,24,29,0,9.867924528301886,4.0,936,1004,109,89,883,848,954,901,36,28
16,0.9,4,2,0.386744816402961,2.708009999999983,47.0,0.44680851063829785,1.5635640926922145,-1.9426225399469255,57.61723404255292,57.617234042552894,29,18,21,26,0,10.27659574468085,4.0,1173,1308,131,107,1109,1040,1238,1151,40,25
16,0.9,4,4,0.38225183524880313,1.5576999999999952,41.0,0.5121951219512195,1.4623380169655507,-1.1387960467241316,37.9926829268292,37.99268292682919,25,16,21,20,0,11.414634146341463,4.0,748,787,88,68,703,679,742,701,29,18
12,0.9,4,2,0.38013599443908774,2.597459999999985,48.0,0.4375,1.5284008381308847,-2.0491894934912556,54.113749999999676,54.11374999999968,30,18,21,27,0,10.25,4.0,1173,1308,132,107,1109,1040,1238,1151,41,25
8,0.8,4,2,0.3764624393328395,2.507299999999968,49.0,0.42857142857142855,1.500872976871104,-2.1361010858165104,51.16938775510165,51.16938775510164,30,19,21,28,0,10.061224489795919,4.0,1173,1308,132,109,1109,1040,1238,1151,41,27
8,0.8,4,4,0.3749025062465494,1.447149999999997,42.0,0.5,1.4158799676986404,-1.1387960467241316,34.45595238095224,34.45595238095224,26,16,21,21,0,11.30952380952381,4.0,748,787,89,69,703,679,742,701,30,19
12,0.9,4,4,0.3749025062465494,1.447149999999997,42.0,0.5,1.4158799676986404,-1.1387960467241316,34.45595238095224,34.45595238095224,26,16,21,21,0,11.30952380952381,4.0,748,787,89,68,703,679,742,701,30,18
12,0.9,2,3,0.3736592376011352,1.8570200000000314,46.0,0.45652173913043476,1.3987263225246787,-1.7829974441502763,40.36999999999977,40.36999999999978,26,20,21,25,0,9.217391304347826,3.0,862,926,93,76,817,781,882,825,31,24
16,0.9,2,3,0.3736592376011352,1.8570200000000314,46.0,0.45652173913043476,1.3987263225246787,-1.7829974441502763,40.36999999999977,40.36999999999978,26,20,21,25,0,9.217391304347826,3.0,862,926,93,76,817,781,882,825,31,24
8,0.8,2,3,0.3736592376011352,1.8570200000000314,46.0,0.45652173913043476,1.3987263225246787,-1.7829974441502763,40.36999999999977,40.36999999999978,26,20,21,25,0,9.217391304347826,3.0,862,926,93,77,817,781,882,825,31,25
16,0.9,3,3,0.3732998769625692,2.068850000000011,48.0,0.4375,1.4174797248348774,-1.9713718558349704,43.101041666666184,43.10104166666618,27,21,21,27,0,9.520833333333334,4.0,902,964,100,78,855,818,919,865,33,25
8,0.8,3,3,0.3732998769625692,2.068850000000011,48.0,0.4375,1.4174797248348774,-1.9713718558349704,43.101041666666184,43.10104166666618,27,21,21,27,0,9.520833333333334,4.0,902,964,100,79,855,818,919,865,33,26
12,0.9,3,3,0.3732998769625692,2.068850000000011,48.0,0.4375,1.4174797248348774,-1.9713718558349704,43.101041666666184,43.10104166666618,27,21,21,27,0,9.520833333333334,4.0,902,964,100,78,855,818,919,865,33,25
6,0.8,2,3,0.36457964685219285,1.6758800000000296,47.0,0.44680851063829785,1.3463621107280714,-1.958310460246491,35.657021276595536,35.65702127659553,27,20,21,26,0,9.23404255319149,3.0,862,926,94,78,817,781,882,825,32,25
6,0.7,2,3,0.36457964685219285,1.6758800000000296,47.0,0.44680851063829785,1.3463621107280714,-1.958310460246491,35.657021276595536,35.65702127659553,27,20,21,26,0,9.23404255319149,3.0,862,926,94,78,817,781,882,825,32,25
6,0.7,4,4,0.3645742555003366,1.2660100000000174,43.0,0.4883720930232558,1.3458221679546094,-1.3181447655253455,29.44209302325569,29.44209302325568,27,16,21,22,0,11.255813953488373,4.0,748,787,90,70,703,679,742,701,31,19
6,0.8,4,4,0.3645742555003366,1.2660100000000174,43.0,0.4883720930232558,1.3458221679546094,-1.3181447655253455,29.44209302325569,29.44209302325568,27,16,21,22,0,11.255813953488373,4.0,748,787,90,70,703,679,742,701,31,19
6,0.8,3,3,0.36452658715809455,1.887710000000009,49.0,0.42857142857142855,1.3674939796095118,-2.147038078761957,38.524693877550554,38.52469387755056,28,21,21,28,0,9.53061224489796,4.0,902,964,101,81,855,818,919,865,34,26
6,0.7,3,3,0.36452658715809455,1.887710000000009,49.0,0.42857142857142855,1.3674939796095118,-2.147038078761957,38.524693877550554,38.52469387755056,28,21,21,28,0,9.53061224489796,4.0,902,964,101,81,855,818,919,865,34,26
6,0.8,4,2,0.3618737227338618,2.2045800000000115,51.0,0.4117647058823529,1.4152861970621111,-2.313426051299763,43.22705882352902,43.22705882352899,32,19,21,30,0,9.92156862745098,4.0,1173,1308,134,111,1109,1040,1238,1151,43,27
6,0.7,4,2,0.3618737227338618,2.2045800000000115,51.0,0.4117647058823529,1.4152861970621111,-2.313426051299763,43.22705882352902,43.22705882352899,32,19,21,30,0,9.92156862745098,4.0,1173,1308,134,111,1109,1040,1238,1151,43,27
12,0.9,3,4,0.3485747792029194,0.8038399999999779,38.0,0.47368421052631576,1.2385862435370014,-1.3982160684702765,21.153684210526222,21.153684210526208,24,14,18,20,0,11.131578947368421,4.0,720,766,80,61,681,656,725,683,28,16
8,0.8,3,4,0.3485747792029194,0.8038399999999779,38.0,0.47368421052631576,1.2385862435370014,-1.3982160684702765,21.153684210526222,21.153684210526208,24,14,18,20,0,11.131578947368421,4.0,720,766,80,62,681,656,725,683,28,17
16,0.9,3,4,0.3485747792029194,0.8038399999999779,38.0,0.47368421052631576,1.2385862435370014,-1.3982160684702765,21.153684210526222,21.153684210526208,24,14,18,20,0,11.131578947368421,4.0,720,766,80,61,681,656,725,683,28,16
16,0.9,2,4,0.34765329870403433,0.5920099999999984,36.0,0.5,1.1927749683326903,-1.39534216474225,16.44472222222248,16.44472222222248,23,13,18,18,0,10.88888888888889,3.5,680,740,74,59,644,620,700,655,26,15
12,0.9,2,4,0.34765329870403433,0.5920099999999984,36.0,0.5,1.1927749683326903,-1.39534216474225,16.44472222222248,16.44472222222248,23,13,18,18,0,10.88888888888889,3.5,680,740,74,59,644,620,700,655,26,15
8,0.8,2,4,0.34765329870403433,0.5920099999999984,36.0,0.5,1.1927749683326903,-1.39534216474225,16.44472222222248,16.44472222222248,23,13,18,18,0,10.88888888888889,3.5,680,740,74,60,644,620,700,655,26,16
12,0.9,3,2,0.33967711373474774,1.551289999999983,42.0,0.38095238095238093,1.3228390372829102,-2.803980483022362,36.93547619047552,36.93547619047551,26,16,16,26,0,10.571428571428571,4.0,1127,1261,122,98,1069,998,1196,1109,37,23
16,0.9,3,2,0.33967711373474774,1.551289999999983,42.0,0.38095238095238093,1.3228390372829102,-2.803980483022362,36.93547619047552,36.93547619047551,26,16,16,26,0,10.571428571428571,4.0,1127,1261,122,98,1069,998,1196,1109,37,23
12,0.9,2,2,0.33937893014142395,1.3394599999999812,40.0,0.4,1.29719811136553,-2.614575085370452,33.486499999999616,33.48649999999962,25,15,16,24,0,10.25,3.5,1060,1215,114,95,1003,935,1151,1059,33,21
16,0.9,2,2,0.33937893014142395,1.3394599999999812,40.0,0.4,1.29719811136553,-2.614575085370452,33.486499999999616,33.48649999999962,25,15,16,24,0,10.25,3.5,1060,1215,114,95,1003,935,1151,1059,33,21
6,0.7,3,4,0.3384262657098533,0.6226999999999983,39.0,0.46153846153846156,1.1753926406633757,-1.57779890568874,15.966666666666592,15.966666666666598,25,14,18,21,0,11.076923076923077,4.0,720,766,81,63,681,656,725,683,29,17
6,0.8,3,4,0.3384262657098533,0.6226999999999983,39.0,0.46153846153846156,1.1753926406633757,-1.57779890568874,15.966666666666592,15.966666666666598,25,14,18,21,0,11.076923076923077,4.0,720,766,81,63,681,656,725,683,29,17
6,0.8,2,4,0.33703963990195596,0.4108700000000187,37.0,0.4864864864864865,1.1263387379963314,-1.5745558860586655,11.104594594594863,11.104594594594872,24,13,18,19,0,10.837837837837839,4.0,680,740,75,60,644,620,700,655,27,16
6,0.7,2,4,0.33703963990195596,0.4108700000000187,37.0,0.4864864864864865,1.1263387379963314,-1.5745558860586655,11.104594594594863,11.104594594594872,24,13,18,19,0,10.837837837837839,4.0,680,740,75,60,644,620,700,655,27,16
8,0.8,3,2,0.3363386147901779,1.461129999999966,43.0,0.37209302325581395,1.2984754795916849,-2.8911195122997646,33.97976744185973,33.979767441859735,26,17,16,27,0,10.348837209302326,4.0,1127,1261,122,100,1069,998,1196,1109,37,25
8,0.8,2,2,0.33589282823808947,1.2492999999999865,41.0,0.3902439024390244,1.2717571000974488,-2.7015394996980158,30.470731707316613,30.470731707316617,25,16,16,25,0,10.024390243902438,3.0,1060,1215,114,97,1003,935,1151,1059,33,23
6,0.8,3,2,0.322058831485801,1.1584100000000097,45.0,0.35555555555555557,1.222855581826186,-3.069797298879467,25.742444444443713,25.74244444444372,28,17,16,29,0,10.177777777777777,4.0,1127,1261,124,103,1069,998,1196,1109,39,25
6,0.7,3,2,0.322058831485801,1.1584100000000097,45.0,0.35555555555555557,1.222855581826186,-3.069797298879467,25.742444444443713,25.74244444444372,28,17,16,29,0,10.177777777777777,4.0,1127,1261,124,103,1069,998,1196,1109,39,25
6,0.7,2,2,0.32108772079137354,0.946580000000008,43.0,0.37209302325581395,1.1931858999477498,-2.8796362365516504,22.013488372092556,22.013488372092553,27,16,16,27,0,9.86046511627907,3.0,1060,1215,116,99,1003,935,1151,1059,35,23
6,0.8,2,2,0.32108772079137354,0.946580000000008,43.0,0.37209302325581395,1.1931858999477498,-2.8796362365516504,22.013488372092556,22.013488372092553,27,16,16,27,0,9.86046511627907,3.0,1060,1215,116,99,1003,935,1151,1059,35,23
16,1.0,4,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,748,787,51,45,703,679,742,701,6,6
16,1.0,4,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,936,1004,63,53,883,848,954,901,7,8
8,0.9,2,2,-9999.0,0.6613299999999933,7.0,0.42857142857142855,1.8388573892969124,-0.6260260710634497,94.47571428571557,94.47571428571555,1,6,3,4,0,7.571428571428571,2.0,1060,1215,64,63,1003,935,1151,1059,2,6
16,1.0,3,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,720,766,46,43,681,656,725,683,6,6
24,1.0,2,2,-9999.0,0.961320000000021,6.0,0.5,2.9683852737622742,-0.6045118272782501,160.2200000000024,160.22000000000236,1,5,3,3,0,5.666666666666667,1.5,1060,1215,60,54,1003,935,1151,1059,2,5
24,1.0,2,3,-9999.0,1.3441500000000106,8.0,0.625,4.304934720070858,-0.338757971977799,168.018750000002,168.018750000002,3,5,5,3,0,4.125,1.0,862,926,49,40,817,781,882,825,5,5
24,1.0,2,4,-9999.0,0.3665500000000099,7.0,0.5714285714285714,1.7789489342712526,-0.6166436571527198,52.36428571428821,52.36428571428819,4,3,4,3,0,7.285714285714286,0.0,680,740,38,34,644,620,700,655,4,3
24,1.0,3,2,-9999.0,1.1731500000000006,8.0,0.375,2.4914756474312547,-0.6057584776307826,146.64375000000018,146.64375000000018,2,6,3,5,0,8.5,4.5,1127,1261,67,57,1069,998,1196,1109,5,7
24,1.0,3,3,-9999.0,1.5559799999999901,10.0,0.5,3.2073769328982835,-0.4107641181805551,155.59800000000033,155.59800000000033,4,6,5,5,0,6.6,2.5,902,964,55,43,855,818,919,865,7,6
24,1.0,3,4,-9999.0,0.5783800000000117,9.0,0.4444444444444444,1.7523544409178529,-0.7594689822132262,64.26444444444496,64.26444444444495,5,4,4,5,0,9.11111111111111,4.0,720,766,44,36,681,656,725,683,6,4
24,1.0,4,2,-9999.0,1.1731500000000006,8.0,0.375,2.4914756474312547,-0.6057584776307826,146.64375000000018,146.64375000000018,2,6,3,5,0,8.5,4.5,1173,1308,72,59,1109,1040,1238,1151,5,7
24,1.0,4,3,-9999.0,1.5559799999999901,10.0,0.5,3.2073769328982835,-0.4107641181805551,155.59800000000033,155.59800000000033,4,6,5,5,0,6.6,2.5,936,1004,60,44,883,848,954,901,7,6
16,1.0,4,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1173,1308,76,69,1109,1040,1238,1151,5,8
6,0.9,4,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1173,1308,77,69,1109,1040,1238,1151,6,8
16,1.0,3,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,902,964,58,51,855,818,919,865,7,8
12,1.0,2,2,-9999.0,0.6613299999999933,7.0,0.42857142857142855,1.8388573892969124,-0.6260260710634497,94.47571428571557,94.47571428571555,1,6,3,4,0,7.571428571428571,2.0,1060,1215,64,63,1003,935,1151,1059,2,6
6,1.0,3,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,902,964,58,51,855,818,919,865,7,8
6,1.0,3,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,720,766,46,43,681,656,725,683,6,6
6,1.0,4,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1173,1308,77,69,1109,1040,1238,1151,6,8
6,1.0,4,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,936,1004,63,53,883,848,954,901,7,8
6,1.0,4,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,748,787,51,45,703,679,742,701,6,6
8,1.0,4,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,748,787,51,45,703,679,742,701,6,6
8,1.0,4,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,936,1004,63,53,883,848,954,901,7,8
8,1.0,4,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1173,1308,77,69,1109,1040,1238,1151,6,8
8,1.0,3,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,720,766,46,43,681,656,725,683,6,6
8,1.0,3,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,902,964,58,51,855,818,919,865,7,8
8,1.0,3,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1127,1261,72,66,1069,998,1196,1109,6,8
8,1.0,2,4,-9999.0,0.11622000000002242,9.0,0.5555555555555556,1.1508253737541736,-0.9745734352309613,12.91333333333508,12.913333333335075,4,5,5,4,0,9.555555555555555,2.0,680,740,40,41,644,620,700,655,4,5
8,1.0,2,3,-9999.0,1.093820000000023,10.0,0.6,2.547785481816906,-0.6264751585862514,109.38200000000143,109.38200000000143,3,7,6,4,0,6.9,1.5,862,926,52,48,817,781,882,825,5,7
8,1.0,2,2,-9999.0,0.6613299999999933,7.0,0.42857142857142855,1.8388573892969124,-0.6260260710634497,94.47571428571557,94.47571428571555,1,6,3,4,0,7.571428571428571,2.0,1060,1215,64,63,1003,935,1151,1059,2,6
8,0.9,4,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,748,787,51,45,703,679,742,701,6,6
8,0.9,4,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,936,1004,63,53,883,848,954,901,7,8
8,0.9,4,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1173,1308,77,69,1109,1040,1238,1151,6,8
8,0.9,3,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,720,766,46,43,681,656,725,683,6,6
8,0.9,3,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,902,964,58,51,855,818,919,865,7,8
8,0.9,3,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1127,1261,72,66,1069,998,1196,1109,6,8
8,0.9,2,4,-9999.0,0.11622000000002242,9.0,0.5555555555555556,1.1508253737541736,-0.9745734352309613,12.91333333333508,12.913333333335075,4,5,5,4,0,9.555555555555555,2.0,680,740,40,41,644,620,700,655,4,5
6,1.0,3,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1127,1261,72,66,1069,998,1196,1109,6,8
12,1.0,2,3,-9999.0,1.093820000000023,10.0,0.6,2.547785481816906,-0.6264751585862514,109.38200000000143,109.38200000000143,3,7,6,4,0,6.9,1.5,862,926,52,48,817,781,882,825,5,7
16,1.0,3,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1127,1261,71,66,1069,998,1196,1109,5,8
12,1.0,2,4,-9999.0,0.11622000000002242,9.0,0.5555555555555556,1.1508253737541736,-0.9745734352309613,12.91333333333508,12.913333333335075,4,5,5,4,0,9.555555555555555,2.0,680,740,40,41,644,620,700,655,4,5
16,1.0,2,4,-9999.0,0.11622000000002242,9.0,0.5555555555555556,1.1508253737541736,-0.9745734352309613,12.91333333333508,12.913333333335075,4,5,5,4,0,9.555555555555555,2.0,680,740,40,41,644,620,700,655,4,5
16,1.0,2,3,-9999.0,1.093820000000023,10.0,0.6,2.547785481816906,-0.6264751585862514,109.38200000000143,109.38200000000143,3,7,6,4,0,6.9,1.5,862,926,52,48,817,781,882,825,5,7
16,1.0,2,2,-9999.0,0.6613299999999933,7.0,0.42857142857142855,1.8388573892969124,-0.6260260710634497,94.47571428571557,94.47571428571555,1,6,3,4,0,7.571428571428571,2.0,1060,1215,64,63,1003,935,1151,1059,2,6
6,0.9,2,2,-9999.0,0.6613299999999933,7.0,0.42857142857142855,1.8388573892969124,-0.6260260710634497,94.47571428571557,94.47571428571555,1,6,3,4,0,7.571428571428571,2.0,1060,1215,64,63,1003,935,1151,1059,2,6
6,0.9,2,3,-9999.0,1.093820000000023,10.0,0.6,2.547785481816906,-0.6264751585862514,109.38200000000143,109.38200000000143,3,7,6,4,0,6.9,1.5,862,926,52,48,817,781,882,825,5,7
6,0.9,2,4,-9999.0,0.11622000000002242,9.0,0.5555555555555556,1.1508253737541736,-0.9745734352309613,12.91333333333508,12.913333333335075,4,5,5,4,0,9.555555555555555,2.0,680,740,40,41,644,620,700,655,4,5
6,0.9,3,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1127,1261,72,66,1069,998,1196,1109,6,8
6,0.9,3,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,902,964,58,51,855,818,919,865,7,8
6,0.9,3,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,720,766,46,43,681,656,725,683,6,6
8,0.9,2,3,-9999.0,1.093820000000023,10.0,0.6,2.547785481816906,-0.6264751585862514,109.38200000000143,109.38200000000143,3,7,6,4,0,6.9,1.5,862,926,52,48,817,781,882,825,5,7
6,0.9,4,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,936,1004,63,53,883,848,954,901,7,8
6,0.9,4,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,748,787,51,45,703,679,742,701,6,6
6,1.0,2,2,-9999.0,0.6613299999999933,7.0,0.42857142857142855,1.8388573892969124,-0.6260260710634497,94.47571428571557,94.47571428571555,1,6,3,4,0,7.571428571428571,2.0,1060,1215,64,63,1003,935,1151,1059,2,6
6,1.0,2,3,-9999.0,1.093820000000023,10.0,0.6,2.547785481816906,-0.6264751585862514,109.38200000000143,109.38200000000143,3,7,6,4,0,6.9,1.5,862,926,52,48,817,781,882,825,5,7
6,1.0,2,4,-9999.0,0.11622000000002242,9.0,0.5555555555555556,1.1508253737541736,-0.9745734352309613,12.91333333333508,12.913333333335075,4,5,5,4,0,9.555555555555555,2.0,680,740,40,41,644,620,700,655,4,5
12,1.0,4,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,748,787,51,45,703,679,742,701,6,6
12,1.0,4,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,936,1004,63,53,883,848,954,901,7,8
12,1.0,4,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1173,1308,77,69,1109,1040,1238,1151,6,8
12,1.0,3,4,-9999.0,0.32805000000000195,11.0,0.45454545454545453,1.3069473684210553,-1.0095944546144455,29.822727272727537,29.822727272727533,5,6,5,6,0,10.636363636363637,5.0,720,766,46,43,681,656,725,683,6,6
12,1.0,3,3,-9999.0,1.3056500000000026,12.0,0.5,2.2992964404064056,-0.6608895905817744,108.80416666666679,108.80416666666677,4,8,6,6,0,8.5,4.0,902,964,58,51,855,818,919,865,7,8
12,1.0,3,2,-9999.0,0.873159999999995,9.0,0.3333333333333333,1.8036003534089164,-0.6273250770023372,97.01777777777735,97.01777777777733,2,7,3,6,0,9.666666666666666,5.0,1127,1261,72,66,1069,998,1196,1109,6,8
24,1.0,4,4,-9999.0,0.5783800000000117,9.0,0.4444444444444444,1.7523544409178529,-0.7594689822132262,64.26444444444496,64.26444444444495,5,4,4,5,0,9.11111111111111,4.0,748,787,49,37,703,679,742,701,6,4
